47	67	91	85
74	72	93	9
56	5	7	16
29	2	7	90
44	12	72	28
56	91	74	100
35	20	71	21
71	49	95	70
98	26	61	6
77	55	20	10
60	29	65	16
42	65	63	33
19	91	45	94
51	98	53	39
86	2	30	25
31	72	70	28
48	15	27	52
16	78	51	59
73	51	41	88
29	55	7	54
61	36	83	19
52	87	61	60
44	100	29	69
74	69	56	49
60	36	4	66
91	99	34	38
1	62	66	88
3	5	93	68
88	62	8	56
65	78	97	5
63	54	59	40
35	55	79	46
1	17	94	29
29	58	95	87
62	90	7	74
69	48	2	100
31	11	65	81
16	86	73	65
92	99	54	69
54	74	44	55
20	31	38	11
64	99	77	39
84	10	10	12
99	37	58	2
82	62	45	76
57	36	83	62
86	61	35	79
55	92	61	53
3	75	88	27
18	74	52	89
26	42	79	65
14	68	8	31
14	10	35	43
75	66	44	95
76	48	41	10
29	43	6	12
75	2	95	21
60	66	89	78
66	4	78	87
70	58	36	58
34	9	1	36
9	25	9	58
41	86	93	59
36	25	8	23
51	74	53	51
57	83	62	86
1	96	26	83
86	81	37	88
11	96	69	11
79	14	53	7
73	69	40	43
40	64	29	19
36	47	12	55
68	7	92	8
58	72	18	25
33	8	3	89
94	77	93	61
36	65	97	34
82	60	38	87
47	7	95	59
12	8	32	9
9	28	49	6
94	65	69	72
66	49	40	3
53	35	83	54
94	50	46	83
79	56	17	69
3	38	85	35
69	46	21	98
97	6	75	85
55	70	1	23
74	44	67	60
76	53	79	28
24	11	9	60
98	3	5	61
57	2	3	88
16	30	16	83
66	49	72	25
69	53	13	26
49	97	68	24
22	68	93	68
93	60	21	28
38	64	4	58
12	43	15	10
50	5	90	17
60	64	7	7
17	24	10	74
82	3	88	27
67	60	100	89
36	82	96	85
57	14	60	76
40	58	56	56
90	73	98	95
21	71	6	94
73	50	88	99
37	90	7	88
33	29	88	35
76	13	87	77
81	32	48	63
33	99	61	82
45	86	99	74
25	3	100	73
35	96	80	97
23	82	62	87
10	18	21	26
19	100	83	70
56	4	9	54
14	82	3	45
83	7	51	76
1	71	32	40
47	98	17	4
83	77	97	70
26	99	33	70
38	76	18	81
53	46	92	16
70	18	14	19
45	88	2	30
32	40	80	93
83	78	14	88
75	71	20	17
71	85	30	60
72	99	60	83
100	40	55	29
49	69	93	76
4	38	40	24
66	8	99	21
47	42	64	24
8	59	28	81
39	66	97	20
48	40	27	81
42	64	64	47
63	91	6	93
87	10	54	74
70	61	35	90
35	45	51	97
62	74	23	31
16	81	13	23
71	25	38	71
4	14	13	33
32	64	58	26
26	12	4	66
66	46	67	70
33	58	32	67
41	45	98	25
55	52	4	58
88	29	17	81
38	73	65	59
67	21	11	13
52	56	26	90
34	15	14	29
99	61	35	31
18	90	53	74
86	65	96	94
52	61	42	31
97	58	46	40
40	1	98	36
75	68	72	66
49	77	6	34
1	62	55	53
50	31	32	99
71	75	14	20
60	68	15	55
48	30	41	84
7	17	31	12
23	26	72	63
70	16	54	66
38	47	19	92
26	77	62	54
42	2	76	83
12	87	36	75
21	33	41	34
59	80	52	20
57	18	36	69
67	95	10	53
64	44	91	3
82	10	92	86
7	10	86	17
85	33	40	92
100	8	68	61
57	20	49	74
25	76	33	1
12	41	15	45
83	53	25	74
12	33	86	30
21	33	72	89
88	16	48	68
68	99	51	8
37	60	100	75
85	87	40	39
57	48	83	50
60	74	48	63
80	96	36	76
92	30	34	90
65	59	10	10
52	31	7	75
20	17	8	34
87	55	61	26
29	88	33	86
94	10	6	73
87	61	42	66
85	63	83	39
98	33	93	68
30	37	6	95
71	99	21	72
72	23	100	48
14	63	30	22
27	31	84	7
35	97	27	33
94	40	11	89
73	25	16	73
67	53	86	49
53	23	99	24
38	63	69	54
28	75	77	54
2	17	84	15
85	68	98	64
52	50	24	95
23	21	36	96
51	37	78	58
50	87	46	92
54	80	16	98
30	82	65	80
84	57	22	11
57	11	27	73
59	27	77	3
61	42	53	69
27	89	36	70
89	7	46	51
82	22	63	22
25	76	68	49
70	65	58	2
12	76	72	100
89	86	21	8
79	85	98	92
17	73	79	86
95	43	12	79
62	54	9	7
56	11	33	53
40	15	46	26
47	20	68	18
6	35	51	6
69	23	35	31
27	83	19	13
51	40	91	31
94	52	86	100
30	47	61	26
15	98	51	48
37	36	83	31
44	75	64	13
38	38	93	22
5	92	86	2
17	63	56	4
54	57	91	19
33	70	58	16
51	48	48	68
100	52	16	40
41	100	53	69
42	64	89	10
32	6	32	40
47	5	51	3
75	42	98	70
75	25	43	63
91	9	12	35
32	38	64	42
40	14	91	7
18	100	20	52
15	83	27	96
14	34	79	73
51	68	75	17
2	35	37	36
51	51	86	26
24	75	20	1
2	17	44	26
99	51	88	44
57	79	32	53
73	60	53	22
35	3	49	51
16	73	80	65
51	36	31	28
40	59	1	49
22	53	35	96
60	15	45	57
79	82	82	23
65	91	25	71
13	85	14	70
71	19	7	93
85	50	23	74
58	8	94	25
35	33	69	72
13	83	41	12
33	12	15	26
28	77	79	2
80	30	94	13
88	53	5	39
99	67	85	33
52	59	61	98
65	60	1	12
3	10	87	72
76	89	94	82
30	36	68	83
66	95	86	96
46	53	83	52
94	46	83	15
88	31	35	59
98	38	80	72
5	66	24	14
20	4	67	36
57	1	43	84
9	3	91	84
37	6	88	76
50	60	81	67
75	1	96	76
82	7	46	89
69	62	56	52
13	17	98	66
42	13	99	58
17	22	15	26
11	2	85	52
95	8	60	23
90	45	19	66
85	7	72	21
41	92	55	85
22	49	68	15
79	28	72	18
66	13	51	82
29	42	63	56
84	55	13	74
22	50	3	63
62	30	59	85
41	4	29	80
56	57	76	20
88	20	49	71
36	48	69	35
20	58	85	97
33	84	24	44
23	16	27	29
53	11	32	12
39	79	2	13
26	51	35	21
41	1	70	94
31	6	88	78
34	40	100	94
50	93	62	47
20	46	13	98
11	66	24	12
75	23	83	58
81	28	24	39
78	16	97	44
41	72	51	23
84	36	70	25
56	30	98	42
37	25	51	6
33	29	16	31
76	87	68	17
23	5	25	74
8	19	40	41
94	16	12	3
49	53	30	23
52	17	34	4
81	60	87	32
23	100	38	76
62	57	55	67
71	29	93	51
53	18	45	35
38	56	51	29
29	16	17	55
87	60	22	16
61	60	54	93
42	17	19	77
13	43	19	10
80	41	97	33
75	30	59	47
84	52	72	56
36	53	15	52
73	94	49	39
18	61	74	89
13	82	48	69
64	36	68	45
50	31	42	42
44	92	49	28
20	62	64	82
16	73	26	89
11	100	18	55
47	97	98	23
53	10	73	10
70	63	26	75
99	29	54	45
60	97	28	41
77	12	63	10
10	54	57	7
2	51	10	63
20	31	67	33
99	24	19	39
31	11	30	53
51	42	89	71
2	58	24	38
55	74	70	20
77	23	59	38
36	39	81	48
38	46	98	95
95	70	65	92
62	81	66	88
21	59	80	1
33	90	68	26
65	11	83	6
82	69	54	62
88	45	47	62
2	52	54	21
97	58	97	67
26	76	9	26
88	88	35	49
52	59	8	38
2	100	34	94
16	60	72	34
11	84	44	70
50	39	52	7
10	92	67	47
45	28	25	40
98	12	8	15
4	94	43	14
91	97	65	23
5	63	1	29
3	69	7	82
22	8	80	71
92	49	84	46
91	62	44	51
73	48	90	57
65	68	74	40
74	5	41	10
62	99	99	67
84	37	20	55
3	38	6	78
49	37	86	60
42	37	52	1
15	29	51	45
22	79	5	88
65	39	57	91
21	32	86	51
38	98	27	12
29	79	1	22
9	90	55	68
69	83	41	59
93	42	33	91
86	38	3	57
61	9	25	29
60	88	30	12
32	68	68	84
8	16	93	43
57	11	7	83
64	86	74	71
78	74	97	61
25	19	55	90
33	73	46	97
27	100	15	64
76	23	35	89
36	96	80	40
45	17	12	87
66	85	63	98
71	65	26	71
95	87	21	67
5	94	30	10
11	37	42	55
7	95	54	95
8	79	52	83
73	25	16	59
39	80	91	33
88	10	33	60
93	35	37	73
42	49	88	83
54	19	92	9
100	87	76	7
13	23	6	72
6	99	18	32
9	52	40	25
44	88	93	4
51	17	36	85
14	97	55	90
51	75	14	94
68	24	2	62
81	34	70	56
82	65	46	69
34	16	37	57
6	70	9	38
71	84	71	61
47	13	30	94
17	47	93	51
8	3	17	59
66	88	100	32
77	31	56	77
27	96	80	40
53	56	66	100
80	22	94	100
10	87	37	21
28	80	86	62
73	43	30	1
82	91	12	28
56	62	89	74
39	27	90	93
2	81	15	98
71	71	1	2
30	92	19	39
34	56	93	22
41	34	83	50
68	26	9	55
86	47	65	22
48	57	30	19
66	24	82	51
15	23	66	88
39	33	88	89
29	79	23	40
35	22	99	74
82	14	7	79
58	35	78	76
6	38	13	40
96	87	42	7
79	23	100	48
46	25	71	75
58	12	73	80
84	60	53	39
28	6	98	62
42	51	34	64
2	11	75	3
74	3	38	59
84	22	100	32
95	62	85	69
86	41	75	63
35	37	78	9
80	70	32	13
90	94	94	39
44	66	32	53
81	15	73	1
73	40	47	46
93	8	28	80
9	57	56	44
81	60	13	41
86	2	52	92
89	44	78	54
100	84	18	3
36	85	74	29
98	65	80	5
47	55	80	29
28	62	100	55
46	29	58	82
21	60	83	66
78	42	10	19
97	31	48	83
28	52	34	67
32	25	34	34
92	12	48	21
96	10	87	72
52	79	60	69
66	51	23	43
39	50	77	89
76	20	71	47
5	72	79	21
51	56	86	51
91	71	23	13
81	30	40	56
20	97	48	43
88	98	36	23
27	6	83	81
3	66	87	10
8	56	31	95
16	48	71	40
81	64	76	39
33	20	89	89
27	48	41	97
55	78	60	11
22	50	40	99
29	75	24	50
59	48	61	18
59	78	48	93
15	99	60	81
17	9	51	76
66	64	4	91
65	15	6	59
13	60	3	65
4	49	80	59
14	59	39	76
64	2	51	63
50	92	87	3
65	69	71	25
10	75	82	29
67	57	22	36
13	64	75	3
29	69	70	2
27	40	11	28
66	25	42	68
25	78	12	12
72	72	64	74
1	90	65	25
77	29	68	45
48	5	12	17
10	73	18	61
11	46	12	89
37	50	48	6
92	3	15	97
9	57	68	81
27	20	27	24
93	14	24	20
3	11	6	9
54	73	37	70
99	79	76	18
85	74	31	22
64	42	30	54
50	35	90	30
73	62	70	10
51	73	8	98
7	10	4	17
46	96	12	100
13	11	69	28
20	43	73	54
94	92	50	20
60	80	41	11
23	93	8	43
94	52	66	56
74	75	20	26
61	29	47	3
61	42	37	36
50	2	78	37
59	3	30	71
65	100	16	50
100	61	96	72
32	51	15	22
46	88	44	88
59	73	51	5
69	24	29	46
18	29	17	2
89	64	99	52
93	53	44	18
81	97	43	2
42	17	86	9
40	21	79	65
77	66	54	45
11	87	48	73
12	63	98	30
93	11	16	52
72	69	87	4
62	51	67	24
24	16	55	91
47	87	7	43
48	84	10	18
10	28	58	61
9	100	63	75
90	17	1	6
97	91	13	86
82	58	44	7
68	67	1	22
90	51	8	1
86	8	69	15
92	79	89	70
68	10	39	51
35	82	67	85
42	97	91	54
36	35	83	4
31	46	78	20
39	13	58	68
59	49	77	94
28	9	66	8
2	3	99	89
26	90	36	37
34	52	6	59
49	62	66	36
11	22	26	43
5	91	5	4
31	8	48	89
53	61	2	59
47	8	59	62
77	10	40	20
43	91	9	66
36	96	78	91
36	15	73	32
85	24	19	55
27	82	18	51
67	13	18	72
83	87	33	58
15	54	80	96
92	43	2	89
90	91	1	43
54	34	1	26
37	46	35	63
37	55	64	87
62	16	99	19
85	4	68	73
42	82	55	89
64	56	49	31
22	66	84	17
6	82	77	6
41	56	25	62
6	7	95	13
100	62	7	2
36	80	27	100
98	25	71	62
25	74	82	4
98	96	50	33
72	6	27	1
36	82	26	63
100	27	40	46
99	3	15	57
28	93	30	95
53	92	88	17
88	77	72	6
56	57	76	13
66	81	54	79
32	100	16	85
39	78	21	90
87	17	35	22
36	38	8	49
46	62	32	84
73	64	10	3
71	47	41	96
75	24	55	61
36	99	17	90
56	52	37	35
99	94	9	8
95	99	74	85
65	48	58	49
34	17	75	3
16	73	98	26
81	22	44	100
1	26	29	36
42	40	60	65
68	41	35	51
46	45	33	23
9	86	32	35
77	27	76	48
44	48	12	4
64	42	56	97
73	2	36	58
99	100	86	88
8	37	69	45
86	42	32	71
86	77	85	64
26	81	28	88
47	64	34	18
3	76	38	20
38	3	18	88
3	14	99	39
45	40	79	66
48	48	99	65
73	78	11	58
74	38	57	35
22	55	34	99
62	84	89	25
32	80	60	76
60	90	79	42
29	2	26	39
57	16	34	51
55	84	41	32
18	36	43	42
46	85	41	17
39	56	81	90
59	25	39	62
54	42	74	21
96	45	84	100
10	66	26	48
35	66	19	6
91	17	85	27
6	68	94	44
87	84	61	18
80	77	76	21
94	69	98	33
72	34	53	63
75	49	60	58
13	78	12	15
48	56	13	66
57	74	52	76
6	84	19	76
88	1	54	68
4	9	29	11
69	3	83	72
6	32	27	48
29	56	65	7
86	51	32	90
47	53	21	15
70	40	3	6
56	62	10	79
63	55	99	12
56	37	89	10
68	18	6	58
55	52	31	72
2	20	80	56
15	43	57	41
63	13	55	83
89	86	42	89
51	21	75	75
47	95	39	32
15	27	57	9
63	32	13	88
92	62	36	91
28	79	90	47
80	70	25	24
76	63	8	1
28	72	31	65
67	37	87	60
80	92	99	21
13	62	97	13
99	12	71	66
78	67	64	13
89	17	92	77
51	81	47	78
20	74	40	50
65	45	88	90
1	10	37	85
91	46	82	46
66	89	77	92
33	96	83	47
97	10	100	17
90	93	34	74
52	65	52	32
66	8	32	83
33	82	4	49
27	100	72	60
42	20	98	4
80	83	51	80
68	31	50	70
60	33	14	40
4	45	61	73
27	81	47	77
62	47	43	21
50	66	6	45
83	44	40	69
55	70	40	67
25	75	76	20
80	4	19	51
41	58	78	92
97	35	42	54
34	31	53	28
53	7	77	83
14	53	53	71
43	33	53	90
44	77	52	2
98	64	85	35
17	45	55	26
66	17	55	42
81	83	21	13
4	62	20	7
4	1	10	77
1	49	10	93
13	26	67	15
89	69	13	38
15	79	77	28
29	67	67	53
32	10	46	100
29	47	25	81
42	41	16	6
45	38	82	20
51	12	70	83
73	6	55	19
55	48	25	18
4	37	70	75
67	61	61	62
46	67	39	29
70	69	44	12
91	62	66	40
17	75	41	10
6	94	11	17
29	17	29	68
6	26	35	34
40	45	78	5
6	53	28	35
26	76	100	93
7	21	63	28
10	48	52	65
59	7	66	37
68	14	88	24
77	56	17	50
93	74	33	57
87	34	74	56
56	45	86	10
14	23	7	42
31	92	87	3
54	26	53	69
38	86	38	78
11	29	14	6
49	48	24	41
48	70	53	78
26	99	58	30
16	54	29	31
4	62	79	56
93	4	53	63
28	7	56	74
97	100	51	44
47	58	91	7
57	75	82	50
46	43	86	64
51	44	67	54
32	80	1	67
86	66	56	40
71	13	63	20
89	86	100	83
50	73	86	54
97	98	65	55
92	53	73	78
29	76	47	8
19	64	58	11
95	69	15	13
4	32	24	67
57	45	94	92
22	77	51	37
4	26	8	22
98	11	41	93
4	96	64	44
65	15	29	53
21	77	46	53
5	11	98	94
96	27	79	100
14	66	41	42
20	21	10	5
99	59	93	30
78	81	83	41
22	1	68	70
40	91	87	25
91	17	27	72
84	94	7	39
84	80	93	100
9	10	7	82
30	17	5	76
85	23	93	43
95	24	21	85
20	30	61	77
24	3	38	74
30	5	34	7
34	54	10	73
73	51	92	2
53	51	1	55
8	73	4	97
93	28	87	28
49	8	37	45
66	88	97	65
79	97	65	18
14	94	43	26
84	77	45	96
62	72	51	33
49	24	99	35
70	20	74	17
42	26	82	94
71	51	2	84
68	28	69	64
89	89	84	98
43	84	25	7
17	90	87	2
5	7	25	5
56	9	43	90
57	6	13	83
67	87	61	73
25	64	67	27
13	87	66	86
82	84	59	59
43	47	74	27
86	72	70	31
5	91	35	29
31	37	88	91
3	73	85	77
68	62	57	38
41	68	77	29
14	97	5	30
76	81	5	35
26	67	47	48
7	98	91	47
69	81	42	6
92	20	90	85
79	57	45	49
11	53	60	70
74	66	59	44
6	98	91	76
53	60	26	98
26	60	12	21
63	96	55	97
92	12	88	61
29	5	4	94
36	75	93	53
13	52	19	3
51	94	48	14
96	49	54	95
41	89	90	85
63	23	68	78
33	62	57	77
35	58	11	27
79	4	79	48
57	58	58	39
99	23	90	21
96	22	69	23
84	49	2	64
55	17	4	25
78	75	18	79
45	52	59	89
61	85	11	72
76	25	14	39
69	17	65	64
38	73	28	70
11	17	76	30
68	22	6	54
42	92	8	29
49	60	66	85
53	98	4	27
8	96	25	38
91	57	67	62
14	26	62	29
87	86	48	62
81	78	77	60
75	42	88	65
6	18	92	39
31	20	15	86
51	52	65	93
77	50	99	57
77	34	18	67
12	79	52	58
21	49	74	27
6	29	62	71
94	34	67	62
60	87	4	61
83	100	59	25
66	76	3	60
70	80	76	67
8	32	28	62
50	56	13	35
54	76	93	91
56	24	76	66
56	19	88	23
32	77	45	65
74	28	2	20
1	35	99	53
100	48	53	97
68	96	27	41
9	27	37	88
64	16	7	41
11	61	66	51
14	40	48	79
52	60	77	80
28	98	99	36
87	40	39	98
81	6	35	14
58	64	69	52
35	27	20	48
27	53	37	1
11	39	4	7
32	99	16	29
28	71	93	31
10	11	2	22
5	64	21	21
35	63	92	65
44	8	85	80
10	73	68	22
84	1	50	95
96	23	76	45
81	44	71	7
26	98	74	6
55	78	38	21
48	55	55	8
99	83	67	31
98	43	70	69
80	88	17	30
64	90	10	82
39	34	64	97
92	91	98	66
15	34	61	18
33	89	76	52
65	9	99	55
43	28	21	89
6	60	21	53
57	19	73	28
58	4	21	68
38	52	8	75
98	46	60	70
99	29	61	40
79	25	10	19
14	37	13	62
38	75	93	19
1	71	75	48
93	26	43	30
24	60	26	48
91	21	96	32
46	56	75	98
79	61	22	26
46	27	27	64
65	68	34	99
16	35	50	83
18	57	98	8
76	46	71	82
46	10	70	52
87	37	51	94
9	27	97	43
31	95	29	79
26	46	39	34
60	98	93	62
42	89	44	20
64	40	100	92
82	63	96	71
58	16	38	36
66	39	69	46
39	35	64	44
46	3	8	25
34	31	93	83
14	24	22	13
77	74	85	8
72	69	33	37
39	46	74	6
72	30	53	64
41	8	50	8
77	9	17	3
41	15	24	23
25	26	33	22
85	20	25	92
14	70	15	6
90	72	54	81
61	52	34	39
59	62	46	63
84	81	54	98
92	45	35	60
61	11	57	52
34	86	93	72
51	13	2	38
19	93	71	58
48	43	86	10
91	56	37	98
29	14	20	80
93	51	45	26
33	58	3	41
15	28	15	91
28	41	6	12
26	23	26	94
43	87	77	49
79	53	69	58
63	14	5	11
84	33	23	59
79	26	56	53
23	53	80	80
71	23	13	5
28	86	56	9
66	92	33	97
50	58	15	80
47	62	61	100
82	65	47	50
9	27	80	29
25	92	13	81
18	1	45	86
68	2	3	29
37	75	77	34
75	79	28	90
36	15	28	8
62	33	86	23
71	10	99	22
72	25	56	51
100	10	31	15
81	63	8	36
74	14	12	66
84	77	67	45
89	44	36	43
24	99	20	86
29	68	1	80
97	99	71	21
25	77	84	85
22	46	41	68
28	36	79	37
31	38	4	72
57	44	52	93
81	91	27	5
94	10	93	13
7	11	83	21
46	61	9	90
52	37	84	12
34	50	89	28
66	56	43	4
43	7	22	73
98	84	14	51
31	71	73	72
17	100	100	65
4	86	11	22
3	72	81	79
49	98	37	41
20	18	55	42
32	22	11	54
84	70	93	85
64	15	74	37
66	56	13	28
100	13	93	31
56	68	34	58
49	99	97	23
36	27	66	74
2	59	93	94
55	98	100	74
61	88	89	44
72	62	23	71
46	32	73	4
17	75	37	27
74	63	71	71
13	51	33	60
78	70	39	95
60	51	24	24
49	89	73	30
23	98	28	45
62	52	33	13
63	39	90	65
27	2	80	100
6	21	65	47
20	8	51	78
3	47	11	6
58	83	60	8
4	12	37	31
62	67	92	92
3	32	87	34
30	45	53	96
54	38	19	78
53	3	37	59
45	28	37	6
78	88	18	1
9	61	50	57
57	87	75	80
68	7	22	24
65	68	90	13
84	17	96	52
77	93	49	49
72	44	100	98
2	11	44	93
27	44	5	20
7	69	14	87
20	60	99	8
40	26	19	35
69	17	81	18
86	36	9	24
77	67	12	85
4	59	21	89
23	48	71	71
46	17	7	63
5	92	91	63
48	83	78	56
30	1	62	37
93	92	15	44
33	76	56	76
74	88	94	63
8	71	20	80
66	25	16	73
28	20	63	58
66	39	39	61
77	41	94	10
55	23	59	26
68	16	28	44
48	42	42	86
57	51	62	12
64	90	34	99
70	67	64	75
9	99	60	71
66	79	3	21
78	7	9	75
87	92	76	63
29	88	42	96
68	60	1	78
88	94	32	65
16	22	40	52
41	65	87	52
68	25	37	70
57	29	100	45
72	73	25	68
97	13	33	64
41	84	7	95
42	66	75	82
32	8	32	46
21	90	93	87
2	92	23	8
65	24	19	70
78	68	84	49
51	87	96	10
5	70	57	65
68	76	94	38
53	85	15	67
82	99	50	14
63	23	67	81
53	84	57	76
17	61	72	38
16	91	83	6
22	78	10	66
97	28	39	52
84	42	75	6
72	75	39	70
3	67	39	75
26	88	55	70
27	45	56	60
48	24	63	69
96	65	81	89
43	23	37	11
43	76	62	29
73	43	92	89
33	96	67	88
28	25	93	4
44	65	66	6
43	84	35	100
9	62	75	6
17	33	72	38
34	72	24	61
31	63	73	26
16	26	31	63
28	77	74	53
5	7	4	14
56	91	45	71
33	5	33	82
42	94	26	1
14	44	12	42
16	30	6	52
29	35	67	15
43	87	66	78
19	50	1	70
80	45	83	42
81	76	51	47
63	78	37	99
14	32	35	97
81	55	87	54
12	42	80	39
9	91	53	59
89	7	32	2
83	89	16	4
30	77	9	50
51	10	86	15
1	22	28	91
26	72	12	1
99	90	35	55
9	83	88	99
11	23	99	57
8	77	91	39
38	68	85	9
17	9	17	94
87	37	60	24
76	50	23	74
29	19	25	30
33	48	90	12
61	26	61	5
94	81	27	11
51	45	13	62
63	60	65	59
26	62	45	89
12	38	11	66
66	33	46	37
57	15	44	89
23	10	7	52
98	83	56	3
36	17	98	81
56	80	50	9
7	7	33	65
70	87	86	6
36	73	85	54
21	100	95	88
32	69	91	59
97	35	70	86
39	68	94	96
66	74	56	54
43	1	92	11
59	64	42	40
27	36	84	64
21	44	77	50
96	28	42	52
4	15	76	94
90	74	8	88
79	100	29	78
3	24	60	69
5	87	29	66
75	56	73	31
100	77	47	43
6	96	17	5
1	94	12	33
14	23	41	84
62	27	96	34
66	72	41	47
67	58	45	97
22	70	42	13
50	8	79	58
53	45	35	78
23	96	53	66
48	44	33	58
53	28	37	39
43	78	74	73
26	4	69	88
45	26	86	67
81	21	50	71
78	48	56	42
43	30	80	30
27	32	61	4
44	43	91	7
34	90	39	45
78	21	41	22
18	38	68	13
84	22	62	39
64	91	39	41
2	70	85	69
69	88	16	41
51	69	47	70
83	96	72	83
1	53	7	20
97	38	75	59
52	14	92	85
80	55	92	58
53	54	86	74
73	39	71	80
39	29	23	47
24	4	48	50
75	89	50	41
54	38	90	59
73	78	28	30
20	88	16	28
39	72	74	87
4	100	79	53
98	60	63	97
22	29	7	58
64	28	76	54
100	74	85	77
51	48	81	71
55	26	62	32
28	29	95	49
54	70	1	53
55	76	43	70
53	82	98	2
29	17	67	87
15	59	33	65
73	19	24	95
4	13	27	35
86	53	37	69
42	18	19	92
100	100	49	86
93	65	29	64
88	100	49	7
9	23	92	39
30	38	59	95
41	81	9	34
76	85	55	27
86	92	59	63
57	34	64	28
46	45	74	25
50	33	46	36
16	93	76	19
48	81	66	71
34	100	10	63
96	63	19	100
20	4	92	26
51	32	10	51
56	55	13	94
52	27	66	30
2	29	75	74
8	83	52	75
38	62	23	63
80	77	60	81
81	67	28	74
17	89	50	58
33	72	7	50
56	20	89	40
11	64	52	25
99	74	73	98
72	5	43	38
88	37	52	92
27	37	74	85
52	64	53	85
18	49	24	66
48	21	80	77
25	9	29	41
30	96	68	62
64	55	26	75
73	29	18	7
94	58	98	41
29	57	59	29
91	3	13	68
94	98	80	80
6	61	14	49
20	46	56	95
65	21	49	66
73	56	38	40
63	16	25	12
19	70	58	22
50	13	16	66
62	69	7	6
100	62	13	53
37	17	81	11
39	35	88	19
57	81	68	45
63	52	51	80
4	54	93	4
73	32	94	50
89	100	41	61
36	27	38	72
30	76	42	6
25	88	79	57
